Year,Month,Temperature,State
2013,September,23.3,Northern Territory
2013,September,8.2,Tasmania
2014,September,2.7,Australian Captial Territory
2014,September,13.2,New South Wales
2014,September,7.4,Victoria
2014,September,10.6,Western Australia
2014,September,9.9,South Australia
2014,September,12.9,Queensland
2014,September,21,Northern Territory
2014,September,7.8,Tasmania
2015,September,1.5,Australian Captial Territory
2015,September,13,New South Wales
2015,September,6.8,Victoria
2015,September,9.3,Western Australia
2015,September,8.8,South Australia
2015,September,12.8,Queensland
2015,September,22.1,Northern Territory
2015,September,7.4,Tasmania
2016,September,4.8,Australian Captial Territory
2016,September,14,New South Wales
2016,September,8.2,Victoria
2016,September,6.8,Western Australia
2016,September,9.7,South Australia
2016,September,15.2,Queensland
2016,September,24.7,Northern Territory
2016,September,8,Tasmania
2017,September,2.7,Australian Captial Territory
2017,September,13.2,New South Wales
2017,September,7,Victoria
2017,September,9.7,Western Australia
2017,September,10.8,South Australia
2017,September,14.2,Queensland
2017,September,22.5,Northern Territory
2017,September,5.8,Tasmania
2018,September,1.8,Australian Captial Territory
2018,September,12.4,New South Wales
2018,September,5.7,Victoria
2018,September,8.1,Western Australia
2018,September,7.9,South Australia
2018,September,13.9,Queensland
2018,September,22.9,Northern Territory
2018,September,6.9,Tasmania
2019,September,2.1,Australian Captial Territory
2019,September,13.1,New South Wales
2019,September,6.8,Victoria
2019,September,9,Western Australia
2019,September,8.4,South Australia
2019,September,14.1,Queensland
2019,September,21.2,Northern Territory
2019,September,7.2,Tasmania
2020,September,4.7,Australian Captial Territory
2020,September,14.2,New South Wales
2020,September,8.1,Victoria
2020,September,10.1,Western Australia
2020,September,11,South Australia
2020,September,14.9,Queensland
2020,September,23.7,Northern Territory
2020,September,7.3,Tasmania
2021,September,3.6,Australian Captial Territory
2021,September,13,New South Wales
2021,September,7.3,Victoria
2021,September,8.8,Western Australia
2021,September,9.5,South Australia
2021,September,13.7,Queensland
2021,September,24,Northern Territory
2021,September,6.9,Tasmania
2022,September,4.4,Australian Captial Territory
2022,September,13.4,New South Wales
2022,September,7.1,Victoria
2022,September,9.3,Western Australia
2022,September,8.9,South Australia
2022,September,14.1,Queensland
2022,September,24.8,Northern Territory
2022,September,6.9,Tasmania
2023,September,2.3,Australian Captial Territory
2023,September,13.8,New South Wales
2023,September,7.8,Victoria
2023,September,11.1,Western Australia
2023,September,9.7,South Australia
2023,September,14.4,Queensland
2023,September,22.4,Northern Territory
2023,September,7.4,Tasmania
2010,October,7.2,Australian Captial Territory
2010,October,15.4,New South Wales
2010,October,8.4,Victoria
2010,October,9.7,Western Australia
2010,October,10.6,South Australia
2010,October,16,Queensland
2010,October,24.5,Northern Territory
2010,October,8.3,Tasmania
2010,October,5.7,Australian Captial Territory
2011,October,14.8,New South Wales
2011,October,9,Victoria
2011,October,12.2,Western Australia
2011,October,12.5,South Australia
2011,October,15.9,Queensland
2011,October,24.5,Northern Territory
2011,October,8.1,Tasmania
2011,October,3.4,Australian Captial Territory
2012,October,14.2,New South Wales
2012,October,8,Victoria
2012,October,11.7,Western Australia
2012,October,9.6,South Australia
2012,October,15.4,Queensland
2012,October,24.3,Northern Territory
2012,October,8.2,Tasmania
2012,October,3.8,Australian Captial Territory
2013,October,15.4,New South Wales
2013,October,8.8,Victoria
2013,October,11.3,Western Australia
2013,October,11.1,South Australia
2013,October,17,Queensland
2013,October,24.7,Northern Territory
2013,October,8.5,Tasmania
2013,October,5.4,Australian Captial Territory
2014,October,15.7,New South Wales
2014,October,9.1,Victoria
2014,October,11.4,Western Australia
2014,October,11.3,South Australia
2014,October,16.6,Queensland
2014,October,23.6,Northern Territory
2014,October,8.6,Tasmania
2014,October,8.3,Australian Captial Territory
2015,October,17.4,New South Wales
2015,October,10.7,Victoria
2015,October,12.2,Western Australia
2015,October,13,South Australia
2015,October,16.3,Queensland
2015,October,24.1,Northern Territory
2015,October,8.8,Tasmania
2015,October,5.2,Australian Captial Territory
2016,October,14.7,New South Wales
2016,October,7.9,Victoria
2016,October,9.4,Western Australia
2016,October,10.5,South Australia
2016,October,15.1,Queensland
2016,October,24.6,Northern Territory
2016,October,8,Tasmania
2016,October,7.1,Australian Captial Territory
2017,October,16.4,New South Wales
2017,October,8.9,Victoria
2017,October,10.8,Western Australia
2017,October,12.3,South Australia
2017,October,18.9,Queensland
2017,October,25.4,Northern Territory
2017,October,10,Tasmania
2017,October,7.3,Australian Captial Territory
2018,October,15.5,New South Wales
2018,October,9,Victoria
2018,October,12.6,Western Australia
2018,October,12.1,South Australia
2018,October,16.7,Queensland
2018,October,25.2,Northern Territory
2018,October,9.1,Tasmania
2018,October,6.2,Australian Captial Territory
2019,October,15.4,New South Wales
2019,October,8.5,Victoria
2019,October,10.6,Western Australia
2019,October,11.8,South Australia
2019,October,16.5,Queensland
2019,October,24.2,Northern Territory
2019,October,7.7,Tasmania
2019,October,8.8,Australian Captial Territory
2020,October,16,New South Wales
2020,October,9,Victoria
2020,October,11.6,Western Australia
2020,October,11.8,South Australia
2020,October,17,Queensland
2020,October,25.3,Northern Territory
2020,October,8.2,Tasmania
2020,October,5.5,Australian Captial Territory
2021,October,15,New South Wales
2021,October,8.1,Victoria
2021,October,9.7,Western Australia
2021,October,10.4,South Australia
2021,October,17.3,Queensland
2021,October,26.6,Northern Territory
2021,October,8.8,Tasmania
2021,October,8.4,Australian Captial Territory
2022,October,15.7,New South Wales
2022,October,9.1,Victoria
2022,October,8.8,Western Australia
2022,October,12.4,South Australia
2022,October,16.7,Queensland
2022,October,26.1,Northern Territory
2022,October,8.7,Tasmania
2022,October,5.1,Australian Captial Territory
2023,October,15.5,New South Wales
2023,October,8.7,Victoria
2023,October,12.1,Western Australia
2023,October,10.7,South Australia
2023,October,16.8,Queensland
2023,October,25.4,Northern Territory
2023,October,8.2,Tasmania
2010,November,9.7,Australian Captial Territory
2010,November,17,New South Wales
2010,November,11.1,Victoria
2010,November,14.3,Western Australia
2010,November,13.4,South Australia
2010,November,18.5,Queensland
2010,November,24.7,Northern Territory
2010,November,9.7,Tasmania
2010,November,10.4,Australian Captial Territory
2011,November,17.7,New South Wales
2011,November,12,Victoria
2011,November,14.1,Western Australia
2011,November,14.3,South Australia
2011,November,19.9,Queensland
2011,November,24.7,Northern Territory
2011,November,10.9,Tasmania
2011,November,9.3,Australian Captial Territory
2012,November,17.1,New South Wales
2012,November,10.9,Victoria
2012,November,12.7,Western Australia
2012,November,14.5,South Australia
2012,November,18.4,Queensland
2012,November,25.4,Northern Territory
2012,November,10.4,Tasmania
2012,November,6.7,Australian Captial Territory
2013,November,16.7,New South Wales
2013,November,10.2,Victoria
2013,November,15.1,Western Australia
2013,November,12.1,South Australia
2013,November,18.1,Queensland
2013,November,24.5,Northern Territory
2013,November,9.6,Tasmania
2013,November,10.2,Australian Captial Territory
2014,November,18.2,New South Wales
2014,November,10.6,Victoria
2014,November,12.5,Western Australia
2014,November,14,South Australia
2014,November,20.7,Queensland
2014,November,25.1,Northern Territory
2014,November,10.3,Tasmania
2014,November,10.9,Australian Captial Territory
2015,November,18,New South Wales
2015,November,11.1,Victoria
2015,November,15,Western Australia
2015,November,14.1,South Australia
2015,November,19.8,Queensland
2015,November,25.9,Northern Territory
2015,November,10.8,Tasmania
2015,November,8.6,Australian Captial Territory
2016,November,17.6,New South Wales
2016,November,9.6,Victoria
2016,November,12.4,Western Australia
2016,November,12.2,South Australia
2016,November,19.4,Queensland
2016,November,25.5,Northern Territory
2016,November,10.1,Tasmania
2016,November,9.6,Australian Captial Territory
2017,November,17.2,New South Wales
2017,November,12.8,Victoria
2017,November,15.4,Western Australia
2017,November,16.3,South Australia
2017,November,17.7,Queensland
2017,November,24.7,Northern Territory
2017,November,12.1,Tasmania
2017,November,10.5,Australian Captial Territory
2018,November,17.4,New South Wales
2018,November,10.8,Victoria
2018,November,12.5,Western Australia
2018,November,13.3,South Australia
2018,November,18.9,Queensland
2018,November,25.5,Northern Territory
2018,November,10.6,Tasmania
2018,November,9.5,Australian Captial Territory
2019,November,17.1,New South Wales
2019,November,9.3,Victoria
2019,November,14,Western Australia
2019,November,12.7,South Australia
2019,November,19.6,Queensland
2019,November,25.6,Northern Territory
2019,November,9.4,Tasmania
2019,November,10.4,Australian Captial Territory
2020,November,17.5,New South Wales
2020,November,11.9,Victoria
2020,November,12.5,Western Australia
2020,November,14.5,South Australia
2020,November,19,Queensland
2020,November,25.8,Northern Territory
2020,November,11.8,Tasmania
2020,November,9.4,Australian Captial Territory
2021,November,16.6,New South Wales
2021,November,10,Victoria
2021,November,13.1,Western Australia
2021,November,13.1,South Australia
2021,November,19.1,Queensland
2021,November,25.8,Northern Territory
2021,November,9.3,Tasmania
2021,November,7.7,Australian Captial Territory
2022,November,15.9,New South Wales
2022,November,9.7,Victoria
2022,November,12,Western Australia
2022,November,13.2,South Australia
2022,November,17.4,Queensland
2022,November,25.6,Northern Territory
2022,November,9.3,Tasmania
2022,November,10.5,Australian Captial Territory
2023,November,18.1,New South Wales
2023,November,12.4,Victoria
2023,November,16.4,Western Australia
2023,November,12.2,South Australia
2023,November,18.9,Queensland
2023,November,26,Northern Territory
2023,November,10.5,Tasmania
2010,December,11.7,Australian Captial Territory
2010,December,18.6,New South Wales
2010,December,11.9,Victoria
2010,December,15.8,Western Australia
2010,December,15.5,South Australia
2010,December,20.5,Queensland
2010,December,24.5,Northern Territory
2010,December,11.2,Tasmania
2010,December,10.3,Australian Captial Territory
2011,December,17.2,New South Wales
2011,December,12.2,Victoria
2011,December,17.5,Western Australia
2011,December,15.3,South Australia
2011,December,18.8,Queensland
2011,December,25.7,Northern Territory
2011,December,11.6,Tasmania
2011,December,11.8,Australian Captial Territory
2012,December,18.7,New South Wales
2012,December,12.5,Victoria
2012,December,16.8,Western Australia
2012,December,15.5,South Australia
2012,December,21,Queensland
2012,December,25.4,Northern Territory
2012,December,12.2,Tasmania
2012,December,11.5,Australian Captial Territory
2013,December,19,New South Wales
2013,December,11.9,Victoria
2013,December,15.5,Western Australia
2013,December,14.6,South Australia
2013,December,19.6,Queensland
2013,December,25,Northern Territory
2013,December,11.8,Tasmania
2013,December,12.7,Australian Captial Territory
2014,December,19.4,New South Wales
2014,December,12.8,Victoria
2014,December,14.9,Western Australia
2014,December,14.9,South Australia
2014,December,21.2,Queensland
2014,December,26.6,Northern Territory
2014,December,12.1,Tasmania
2014,December,11.4,Australian Captial Territory
2015,December,18.6,New South Wales
2015,December,13.2,Victoria
2015,December,16,Western Australia
2015,December,17.2,South Australia
2015,December,20,Queensland
2015,December,25.2,Northern Territory
2015,December,12.2,Tasmania
2015,December,13.5,Australian Captial Territory
2016,December,19.8,New South Wales
2016,December,12.7,Victoria
2016,December,14.7,Western Australia
2016,December,14.9,South Australia
2016,December,21.2,Queensland
2016,December,25.2,Northern Territory
2016,December,12.2,Tasmania
2016,December,13.9,Australian Captial Territory
2017,December,19.7,New South Wales
2017,December,13.3,Victoria
2017,December,16.4,Western Australia
2017,December,15.3,South Australia
2017,December,20.8,Queensland
2017,December,25.9,Northern Territory
2017,December,13.4,Tasmania
2017,December,13.7,Australian Captial Territory
2018,December,19.4,New South Wales
2018,December,14.3,Victoria
2018,December,15.2,Western Australia
2018,December,16.5,South Australia
2018,December,20.8,Queensland
2018,December,27.1,Northern Territory
2018,December,13.3,Tasmania
2018,December,13.1,Australian Captial Territory
2019,December,19.1,New South Wales
2019,December,12.4,Victoria
2019,December,17.7,Western Australia
2019,December,16.6,South Australia
2019,December,21.2,Queensland
2019,December,26.2,Northern Territory
2019,December,11.3,Tasmania
2019,December,11.5,Australian Captial Territory
2020,December,18.7,New South Wales
2020,December,11.2,Victoria
2020,December,16.4,Western Australia
2020,December,14.7,South Australia
2020,December,22.2,Queensland
2020,December,25,Northern Territory
2020,December,11.2,Tasmania
2020,December,11.3,Australian Captial Territory
2021,December,18.6,New South Wales
2021,December,11.7,Victoria
2021,December,16.7,Western Australia
2021,December,14.5,South Australia
2021,December,20.3,Queensland
2021,December,25.8,Northern Territory
2021,December,11.4,Tasmania
2021,December,8.6,Australian Captial Territory
2022,December,17.2,New South Wales
2022,December,11.6,Victoria
2022,December,15.9,Western Australia
2022,December,14.9,South Australia
2022,December,18.9,Queensland
2022,December,25.4,Northern Territory
2022,December,11.2,Tasmania
2022,December,12.7,Australian Captial Territory
2023,December,19.7,New South Wales
2023,December,13.1,Victoria
2023,December,17.2,Western Australia
2023,December,15,South Australia
2023,December,21.9,Queensland
2023,December,26.5,Northern Territory
2023,December,11.8,Tasmania
